Program,CatNo,L1,L2,L3,L4
Expedia Hotel,Cat11,People Driven,Communication and Soft Skills,Inappropriate Behavior,Rep Mocking/ Laughing/ Shout on call
Expedia Hotel,Cat12,People Driven,Communication and Soft Skills,Rep Hung up the call,Call Disconnection
Expedia Hotel,Cat13,People Driven,Communication and Soft Skills,Rate of Speech,High Rate of Speech
Expedia Hotel,Cat14,People Driven,Communication and Soft Skills,Inappropriate Behavior,Lack of Patience
Expedia Hotel,Cat15,People Driven,Communication and Soft Skills,Long Hold on Call / Chat,Prolonged Hold Time
Expedia Hotel,Cat16,People Driven,Communication and Soft Skills,Language Barrier,Language Barrier
Expedia Hotel,Cat17,People Driven,Communication and Soft Skills,Inappropriate Behavior,Excessive Talking by Representative
Expedia Hotel,Cat18,People Driven,Communication and Soft Skills,Dead Air on call,Dead Air on call
Expedia Hotel,Cat19,People Driven,Communication and Soft Skills,Communication problem,Communication Challenge
Expedia Hotel,Cat20,People Driven,Communication and Soft Skills,Listening Issues,Listening Issues
Expedia Hotel,Cat21,People Driven,Communication and Soft Skills,Failed to Acknowledge,Failed to Acknowledge
Expedia Hotel,Cat22,People Driven,Communication and Soft Skills,No Empathy,Lack of Empathy
Expedia Hotel,Cat23,People Driven,Resolution,Escalation,Threat of Legal Action from Customer
Expedia Hotel,Cat24,People Driven,Accuracy - Knowledge,Asking Irrelevant Question,Off-topic Inquiry
Expedia Hotel,Cat25,People Driven,Accuracy - Knowledge,Inconsistent Information Shared,Inconsistent Information Shared
Expedia Hotel,Cat26,People Driven,Accuracy - Knowledge,Rep share wrong / incomplete information,Inaccurate Information
Expedia Hotel,Cat27,People Driven,Accuracy - Knowledge,Rep had No Knowledge,Lack of Knowledge
Expedia Hotel,Cat28,People Driven,Accuracy - Knowledge,No Customer Education,Lack of Customer Education
Expedia Hotel,Cat29,People Driven,Accuracy - Resolution,Agent Redirected Customer,Customer was Transferred
Expedia Hotel,Cat30,People Driven,Accuracy - Resolution,Long Time to Respond,Delayed Response Time
Expedia Hotel,Cat31,People Driven,Accuracy - Resolution,Ticket Closed without Resolution,Ticket Closed without Resolution
Expedia Hotel,Cat32,People Driven,Accuracy - Resolution,Standard / Scripted/Robotic Response by Rep,Scripted Response
Expedia Hotel,Cat33,People Driven,Accuracy - Resolution,Not happy with Solution,Dissatisfied with Solution
Expedia Hotel,Cat34,People Driven,Accuracy - Resolution,Multiple Interactions,Multiple Interactions
Expedia Hotel,Cat35,People Driven,Accuracy - Resolution,Long Wait on Call / Chat,Extended Wait Time
Expedia Hotel,Cat36,People Driven,Accuracy - Resolution,Long Time to resolve,Lengthy Resolution Time
Expedia Hotel,Cat37,People Driven,Accuracy - Resolution,Long Wait for Assistance,Long Wait for Assistance
Expedia Hotel,Cat38,People Driven,Behaviour issue,Argumentative Rep,Arguing with Customer
Expedia Hotel,Cat39,People Driven,Lack of Ownership,Broken Promise,Unfulfilled Promise
Expedia Hotel,Cat40,People Driven,Lack of Ownership,Did not Escalate,Failed to Escalate
Expedia Hotel,Cat41,People Driven,Lack of Ownership,Follow-up Failure,Lack of Follow-up
Expedia Hotel,Cat42,People Driven,Behaviour issue,Not Helpful/Friendly,Unhelpful Representative
Expedia Hotel,Cat43,People Driven,Lack of Ownership,Call Back Issue,No Call Back
Expedia Hotel,Cat44,People Driven,Behaviour issue,No Attention by Rep,Lack of Attention
Expedia Hotel,Cat45,People Driven,Lack of Ownership,Call Back Issue,Callback Request
Expedia Hotel,Cat46,People Driven,Behaviour issue,Dishonest Rep,Dishonest Representative
Expedia Hotel,Cat47,People Driven,Behaviour issue,Repetative Queries,Repetative Queries
Expedia Hotel,Cat48,People Driven,Lack of Ownership,No- Show Related issues,No- Show Related issues
Expedia Hotel,Cat49,Process Driven,Property,Lost Items,Lost Items
Expedia Hotel,Cat50,Process Driven,Property,Hosting Related,Hosting Related Issues
Expedia Hotel,Cat51,People Driven,Service Dissatisfaction,Improve Service,Suggestion for Service Enhancement
Expedia Hotel,Cat52,Positive Feedback,Appreciating Agent,Appreciating Behaviour,Professional Representative
Expedia Hotel,Cat53,Positive Feedback,Appreciating Agent,Appreciating Behaviour,Nice Representative
Expedia Hotel,Cat54,Positive Feedback,Appreciating Agent,Appreciating Behaviour,Kind Representative
Expedia Hotel,Cat55,Positive Feedback,Appreciating Agent,Appreciating Behaviour,Courteous Representative
Expedia Hotel,Cat56,Positive Feedback,Appreciating Agent,Appreciating Behaviour,Efficient Service Received
Expedia Hotel,Cat57,Positive Feedback,Appreciating Agent,Appreciating Communication and Soft Skills,Understanding Clearly
Expedia Hotel,Cat58,Positive Feedback,Appreciating Agent,Appreciating Behaviour,Quick & Prompt Response
Expedia Hotel,Cat59,Positive Feedback,Appreciating Agent,Appreciating Behaviour,Polite Representative
Expedia Hotel,Cat60,Positive Feedback,Appreciating Agent,Appreciating Behaviour,Pleasant Interaction
Expedia Hotel,Cat61,Positive Feedback,Appreciating Agent,Appreciating Behaviour,Patient Representative
Expedia Hotel,Cat62,Positive Feedback,Appreciating Agent,Appreciating Knowledge,Knowledgeable Representative
Expedia Hotel,Cat63,Positive Feedback,Appreciating Agent,Appreciating Resolution,Resolution Confirmation
Expedia Hotel,Cat64,Positive Feedback,Appreciating Agent,Appreciating Behaviour,Helpful Representative
Expedia Hotel,Cat65,Positive Feedback,Appreciating Agent,Appreciating Communication and Soft Skills,Good Listening Skills
Expedia Hotel,Cat66,Positive Feedback,Appreciating Agent,Appreciating Behaviour,Good Attention
Expedia Hotel,Cat67,Positive Feedback,Appreciating Agent,Appreciating Behaviour,Friendly Attitude
Expedia Hotel,Cat68,Positive Feedback,Appreciating Agent,Appreciating Communication and Soft Skills,Excellent Tone of Communication
Expedia Hotel,Cat69,Positive Feedback,Appreciating Agent,Appreciating Behaviour,Excellent Representative
Expedia Hotel,Cat70,Positive Feedback,Appreciating Agent,Appreciating Communication and Soft Skills,Excellent Communication Skills
Expedia Hotel,Cat71,Positive Feedback,Appreciating Agent,Appreciating Communication and Soft Skills,Empathetic Representative
Expedia Hotel,Cat72,Positive Feedback,Appreciating Agent,Appreciating Communication and Soft Skills,Clear Explanation by Representative
Expedia Hotel,Cat73,Positive Feedback,Appreciating Product & Service,Helpful Service,Helpful Service Received
Expedia Hotel,Cat74,Positive Feedback,Appreciating Product & Service,Appreciating Service,Professional Service Experience
Expedia Hotel,Cat75,Positive Feedback,Appreciating Product & Service,Appreciating Product & Service,High-Quality Products & Services Acknowledgement
Expedia Hotel,Cat76,Policy Driven,Refund,Refund Not Processed,Refund Not Processed
Expedia Hotel,Cat77,Policy Driven,Cancellation policy,Cancellation policy,Query on Cancellation Policy
Expedia Hotel,Cat78,Policy Driven,Outsourcing,American Rep,Need American Representative
Expedia Hotel,Cat79,Policy Driven,Customer,Impacting Client / Business,Impacting Client / Business
Expedia Hotel,Cat80,Process Driven,Account Management Issue,Listing Activation / Deactivation Issue,Account Activation/Deactivation Challenge
Expedia Hotel,Cat81,Process Driven,Account Management Issue,Account Access Issue / Login Issue,Account Access Issue
Expedia Hotel,Cat82,Process Driven,Account Management Issue,Account Closure,Account Closure Request
Expedia Hotel,Cat83,Process Driven,Account Management Issue,Account Deletion,Account Deletion Request
Expedia Hotel,Cat84,Process Driven,Account Management Issue,Account Enrolment / Registration / Application,Account Enrollment Issue
Expedia Hotel,Cat85,Process Driven,Account Management Issue,Account Got Deleted,Account Deletion Confirmation
Expedia Hotel,Cat86,Process Driven,Account Management Issue,Account Link Issue,Account Link Issue
Expedia Hotel,Cat87,Process Driven,Account Management Issue,Account Setup / Configuration Issue,Account Linking Issue
Expedia Hotel,Cat88,Process Driven,Account Management Issue,Account Suspended / Blocked,Account Suspension Issue
Expedia Hotel,Cat89,Process Driven,Account Management Issue,Blacklisting issue,Concern Around Blacklisting
Expedia Hotel,Cat90,Process Driven,Account Management Issue,Notifications status,Notification Status Concern
Expedia Hotel,Cat91,Process Driven,Account Management Issue,Ownership issue,Dispute Around Account Ownership
Expedia Hotel,Cat92,Process Driven,Account Management Issue,Update Account Information,Account Information Update
Expedia Hotel,Cat93,Process Driven,Account Management Issue,Account Verification,Account Verification Concern
Expedia Hotel,Cat94,Process Driven,Account Management Issue,Background check Issue,Background check Issue
Expedia Hotel,Cat95,Process Driven,Account Management Issue,Unable to cancel Booking,Account Cancellation Concern
Expedia Hotel,Cat96,Process Driven,Account Management Issue,Password Issue,Password Concern
Expedia Hotel,Cat97,Process Driven,Account Management Issue,Billing/Invoice Issues,Billing/Invoice Concern
Expedia Hotel,Cat98,Process Driven,Bad Experience,Hard to find info,Difficulty in Finding Product
Expedia Hotel,Cat99,Process Driven,Bad Experience,Improve Service,Inability to Upgrade Account
Expedia Hotel,Cat100,Process Driven,Bad Experience,Issue with Previous Rep,Previous Representative's Inadequacy
Expedia Hotel,Cat101,Process Driven,Bad Experience,Poor - Improve Process,Process Improvement Required
Expedia Hotel,Cat102,Process Driven,Bad Experience,Waste of Time,Wastage of Time
Expedia Hotel,Cat103,Process Driven,Bad Experience,Return Related,Return Related
Expedia Hotel,Cat104,Process Driven,Billing Issue,Charges Issue,Billing Dispute
Expedia Hotel,Cat105,Process Driven,Booking,Approval / Authorisation,Difficulty in Authorization Approval
Expedia Hotel,Cat106,Process Driven,Booking,Booking - Reservation got cancelled,Order Cancellation
Expedia Hotel,Cat107,Process Driven,Booking,Booking confirmation,Email Dysfunction
Expedia Hotel,Cat108,Process Driven,Booking,Booking got cancelled,Cancelled Request/Ticket
Expedia Hotel,Cat109,Process Driven,Booking,No Alternate option,Non-Receipt of Coupons/Vouchers
Expedia Hotel,Cat110,Process Driven,Booking,Overbooked the property,Technician Issue
Expedia Hotel,Cat111,Process Driven,Booking,Replacement option,Replacement Request/Wait
Expedia Hotel,Cat112,Process Driven,Account Management Issue,Unable to cancel Booking,Account Cancellation Challenge
Expedia Hotel,Cat113,Process Driven,Cancelation,Customer want to cancel,Service Cancellation
Expedia Hotel,Cat114,Process Driven,Card Issue,Card Related Issues,Card Related Issues
Expedia Hotel,Cat115,Process Driven,Charges / Fees,Annual fee,Annual Fee Charge
Expedia Hotel,Cat116,Process Driven,Charges / Fees,Cancellation Fee,Cancellation Fee Imposition
Expedia Hotel,Cat117,Process Driven,Charges / Fees,Damage Fee,Non-Receipt of Damage Fee
Expedia Hotel,Cat118,Process Driven,Charges / Fees,Explanation of Charges / Fees,Explanation of Charges/Fees Required
Expedia Hotel,Cat119,Process Driven,Charges / Fees,Incorrect Charges Fees,Incorrect Charge/Fee
Expedia Hotel,Cat120,Process Driven,Charges / Fees,Surcharge,Surcharge Application
Expedia Hotel,Cat121,Process Driven,Charges / Fees,Tax / Vat Issue,Tax/VAT Discrepancy
Expedia Hotel,Cat122,Customer Driven,Churn,Changing Service Provider,Service Provider Change
Expedia Hotel,Cat123,Customer Driven,Churn,Not recommending Service,Non-Recommendation of Service
Expedia Hotel,Cat124,Customer Driven,Churn,Prefer Competitors,Preference for Competitors
Expedia Hotel,Cat125,Customer Driven,Customer Suggestion,Customer Suggestion,Customer Feedback
Expedia Hotel,Cat126,Process Driven,Damage,Cancel Damage Protection,Damage Protection Cancellation
Expedia Hotel,Cat127,Process Driven,Damage,Damage charges,Damage Charge
Expedia Hotel,Cat128,Process Driven,Damage,Damage Claim,Damage Claim Issue
Expedia Hotel,Cat129,Process Driven,Damage,Damage Dispute,Damage Dispute
Expedia Hotel,Cat130,Process Driven,Damage,Damage Insurance,Concern Around Damage Insurance
Expedia Hotel,Cat131,Process Driven,Damage,Damage Protection,Damage Protection Request
Expedia Hotel,Cat132,Process Driven,Damage,Damage Refund,Damage Refund Request
Expedia Hotel,Cat133,Process Driven,Damage,Damage Report,Damage Reporting
Expedia Hotel,Cat134,Process Driven,Damage,Damage Reputation,Damage to Reputation
Expedia Hotel,Cat135,Process Driven,Damage,Damage waiver,Damage Waiver Issue
Expedia Hotel,Cat136,Process Driven,Damage,Damaging Property,Property Damage
Expedia Hotel,Cat137,Process Driven,Damage,Damage Related,Damage Related Concern
Expedia Hotel,Cat138,Process Driven,Deposit Issue,Deposit Issue,Deposit Issue
Expedia Hotel,Cat139,Process Driven,Difficult to Contact Customer Care,Difficult to Contact Customer Care,Difficulty in Contacting Customer Care
Expedia Hotel,Cat140,Process Driven,Dissatisfied with Process,Unfriendly process,Process Unfriendliness
Expedia Hotel,Cat141,Process Driven,Dissatisfied with Process,Unfair Practices,Concerns Regarding Fair Practices
Expedia Hotel,Cat142,Process Driven,Improve Process,Want to Talk a Phone Rep,Request for Phone Assistance
Expedia Hotel,Cat143,Process Driven,Payment Issue,Card Lost,Card Loss
Expedia Hotel,Cat144,Process Driven,Payment Issue,Payment Related Issues,Payment Related Concern
Expedia Hotel,Cat145,Process Driven,Payment Issue,Payment Proof issue,Payment Documentation Issue
Expedia Hotel,Cat146,Process Driven,Payment Issue,Transaction Dispute,Transaction Dispute
Expedia Hotel,Cat147,Process Driven,Payment Issue,Unable make Card Payment,Checkout Difficulty - Credit Card Payment
Expedia Hotel,Cat148,Customer Driven,Policy Issue,Outsourcing Issues,Dissatisfied with Outsourcing
Expedia Hotel,Cat149,Customer Driven,Policy Issue,Not happy with Policy,Dissatisfied with Policy
Expedia Hotel,Cat150,Process Driven,Pricing,Pricing - Expensive,Pricing Concern - High Cost
Expedia Hotel,Cat151,Customer Driven,Product Dissatisfaction,Dissatisfied with Product,Dissatisfied with Product/Service
Expedia Hotel,Cat152,Process Driven,Promotion - Advertisement,Issue related to Gift Card,Gift Card Issue
Expedia Hotel,Cat153,Process Driven,Promotion - Advertisement,Issue with Advertising,Advertising Problem
Expedia Hotel,Cat154,Process Driven,Promotion - Advertisement,Sponsorship / Donation,Sponsorship/Donation Inquiry
Expedia Hotel,Cat155,Process Driven,Property,Property Ownership,Property Ownership Query
Expedia Hotel,Cat156,Process Driven,Property,Property Access,Property Access Matter
Expedia Hotel,Cat157,Process Driven,Purchase issue,Purchase Related,Purchase Problems
Expedia Hotel,Cat158,Process Driven,Refund,Tax Refund,Tax Refund Request
Expedia Hotel,Cat159,Process Driven,Refund,Delayed Refund,Long time to Refund
Expedia Hotel,Cat160,Process Driven,Refund,Refund Denied,Refund Denial
Expedia Hotel,Cat161,Process Driven,Refund,Need Refund,Refund Request
Expedia Hotel,Cat162,Process Driven,Refund,Partial Refund,Request for Partial Refund
Expedia Hotel,Cat163,Process Driven,Reward - Bonus Issue,Reward Not Received,Non-Receipt of Reward
Expedia Hotel,Cat164,Process Driven,Scam / fraud Issue,Safety Issue,Safety Concern
Expedia Hotel,Cat165,Process Driven,Scam / fraud Issue,Fraud/Scam,Fraud or Scam Alert
Expedia Hotel,Cat166,Technology Driven,Audio Quality,Background Noise on Call,Background Noise during Call
Expedia Hotel,Cat167,Technology Driven,Network / Connectivity Issue,Issue with Audio / Sound,Sound Quality Issue
Expedia Hotel,Cat168,Technology Driven,Backup Issue,Backup Issue,Backup Challenge
Expedia Hotel,Cat169,Technology Driven,Email,Lost Email,Lost Email
Expedia Hotel,Cat170,Technology Driven,Network / Connectivity Issue,Network Connectivity Issues,Call/Chat Disconnection Issue
Expedia Hotel,Cat171,Technology Driven,Network / Connectivity Issue,Network Connectivity Issues,Network Connectivity Issues
